strategy_type,strategy_id,avg_sharpe,avg_return,avg_drawdown,avg_win_rate,avg_calmar,num_stocks
macd,strat_0077,0.050099264953413214,0.184401724862691,-0.08260901794516318,0.09262691591823148,1.4572586065855164,83
macd,strat_0078,0.08917607765355023,0.22094121474628217,-0.33048139051997616,0.04412274112111533,1.3117099762515723,90
macd,strat_0079,-0.11875689146008929,0.3149492237715498,-0.3471350890230186,0.025180881736401015,1.2439008993289917,84
macd,strat_0080,0.05803281121624881,0.3096843693662825,-0.15735113011999458,0.15592470602125144,0.46106395786291576,99
macd,strat_0081,0.11571125715117464,-0.1279804862322764,-0.18666698448296512,0.13165571924362365,0.33924262234609215,90
macd,strat_0082,0.2277894044741516,-0.0488085071847221,-0.2000704146358276,0.14673435825786027,1.0361005078942034,89
macd,strat_0083,0.02817297817263526,0.21270634809755876,-0.1997323592588576,0.058333549071603936,1.40112638477862,87
mean_reversion,strat_0084,-0.0008493602893187641,0.21248147116419758,-0.2509797418277532,0.04454686560561856,0.8794680502195017,85
mean_reversion,strat_0085,0.029824295641546344,0.2127085835350886,-0.32178034971886654,0.022618039820218747,0.9002577652578597,85
mean_reversion,strat_0086,0.17154021177020742,0.8134916683178497,-0.24393563534450188,0.08310576058518747,0.4919707311243978,87
mean_reversion,strat_0087,0.11287511096596844,0.22276029192477004,-0.3041729369209689,0.12618518363383396,1.1772901064687116,94
mean_reversion,strat_0088,0.02702397962329612,0.3244018152325078,-0.1719904213265799,0.09060392811795183,0.3618612479805327,93
mean_reversion,strat_0089,0.13132674331133562,0.2917203174287764,-0.2617645905201711,0.09874548596427124,0.5531509309659411,90
mean_reversion,strat_0090,0.08970775493480404,0.23725042523504364,-0.3160397757434009,0.18274856500887474,0.6956110140629834,91
mean_reversion,strat_0091,0.17686449905328894,0.0632515359647378,-0.2757108673322395,0.08268598406419407,0.810654530158237,92
mean_reversion,strat_0092,0.00979469061226476,0.2566144596887881,-0.21696548365795004,0.11251810804876596,0.4393736253811123,87
mean_reversion,strat_0093,0.047233785340223176,-0.019108538616762923,-0.295097964224318,0.16105754229340577,0.26077155463488494,97
mean_reversion,strat_0094,0.04078918468678423,0.0773726507867984,-0.3157776316453145,0.09137770081782864,0.9548680594182856,80
mean_reversion,strat_0095,-0.06635149481321187,0.032634561390761374,-0.23050502308064702,0.13197560604101724,0.5040827745363581,94
mean_reversion,strat_0096,0.10961202770645762,0.13473734508953805,-0.23040267431130218,0.17522546757441415,0.9137335099916571,87
mean_reversion,strat_0097,0.10610552721798894,0.5366385420012315,-0.2905554540296904,0.1909137122583756,0.3161078013838832,90
mean_reversion,strat_0098,0.08051134566424609,-0.21610773466651467,-0.28768306444946584,0.046473226567226834,0.7735961425967445,91
mean_reversion,strat_0099,0.05654128666248526,0.24352683426741242,-0.23143600501138908,0.186785772529069,0.8456252055722202,91
mean_reversion,strat_0100,-0.06153707420504143,-0.17028885681413733,-0.36584674731978595,0.10858093275431689,0.17255295155139766,83
mean_reversion,strat_0101,0.037935467723464095,0.03505226415790196,-0.3625971019501244,0.0664839898938125,0.5712459894714887,95
mean_reversion,strat_0102,0.04572854834732305,0.3160111074541259,-0.30747553770019487,0.10264443612288704,0.2881805477145639,83
mean_reversion,strat_0103,-0.0002277269221618933,0.1315704034371833,-0.2670757721369478,0.1964058635513859,0.18872495866187483,84
mean_reversion,strat_0104,0.0638714288333991,-0.0739940600272751,-0.22512739475215962,0.10867125691871654,1.4859443253459232,84
mean_reversion,strat_0105,0.12040508568145385,-0.00875466766679428,-0.13197150264403584,0.07917528985175148,0.5512953829646121,87
mean_reversion,strat_0106,0.26861859012105305,0.24232759480824165,-0.18138723014383845,0.13401215377701065,1.2338242241964887,89
mean_reversion,strat_0107,0.0974577812831839,-0.0114659937090846,-0.26279508239707416,0.06322621138007475,0.4564969166692694,96
mean_reversion,strat_0108,0.1057550390722764,0.15896254612475547,-0.2515212966322151,0.033655399059559506,1.0541038111135008,88
mean_reversion,strat_0109,0.07255540842338329,0.12820293118268647,-0.3302023491710247,0.043198349943916865,1.164319003845561,98
mean_reversion,strat_0110,-0.11187712152990416,0.002711937430952964,-0.2514810508793912,0.04304825101239904,0.9338942368509819,93
mean_reversion,strat_0111,0.07734861245507832,0.5059099360785586,-0.273092691113611,0.04734248483221299,0.7602066639702216,87
mean_reversion,strat_0112,0.08602302099410264,0.23410542401724202,-0.22418251517295285,0.04498889107689383,0.6765772798061759,88
mean_reversion,strat_0113,0.3263242112485286,-0.24452566559836927,-0.3161784754841858,0.13535745406457864,0.5884155731601934,90
mean_reversion,strat_0114,0.06076390352188775,0.15356177665849696,-0.20845227886070622,0.05273841519184607,1.4013408019469562,80
mean_reversion,strat_0115,0.11015473423336125,0.000878436341690163,-0.12738088695979377,0.08222011099829539,1.2628671709028207,93
mean_reversion,strat_0116,0.07652882302947567,0.2734380002633203,-0.2587008118765486,0.18142191378308214,1.4510376749331175,84
mean_reversion,strat_0117,-0.036867803761953206,-0.022653732917886117,-0.21786306223208468,0.10531309524731704,0.27401611287976263,100
mean_reversion,strat_0118,0.19428228145150206,0.09934744053595818,-0.194788480663111,0.1401603929337849,1.123214465285102,93
mean_reversion,strat_0119,0.15519330326867742,0.21089771021648226,-0.2820976377508669,0.051017576816293375,1.4136766395494529,83
mean_reversion,strat_0120,0.1591031947043047,0.27583593495062186,-0.23207260145516667,0.054612023385560746,0.3537262926319242,80
mean_reversion,strat_0121,-0.010938745479473896,-0.09605335327003972,-0.24899260793745642,0.027356350927966195,0.19309477431348848,98
mean_reversion,strat_0122,0.22027943109360992,0.05978977754862929,-0.24218591211609347,0.05040831135298962,1.1375689090060825,87
